YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR38192,,IRAT 104,,NSIC 128,,
,,PR38193,,C1 ,,PSB Rc28,,
,,PR38194,,JEPUN  ,,NSIC 128,,
,,PR38195,,JEPUN,,NSIC 134 (PJ21),,
F1 SP(07WS),,PR38196,,SURINAM ,,PSB Rc14,,
,,PR38197,,SURINAM  ,,PSB Rc28,,
,,PR38198,,IR64 SUB ,,NSIC 128,,
,,PR38199,,IR64 SUB ,,SURINAM,,
,,PR38200,,IR64 SUB ,,PJ 25,,
,,PR38201,,IR64 SUB ,,IVC 3,,
,,PR38202,,IR64 SUB ,,PSB Rc82,,
,,PR38203,,IR64 SUB,,NAMSAGUI 19,,
,,PR38204,,IR64 SUB,,AZUCENA,,
,,PR38205,,IR64 SUB ,,IVC 167,,
,,PR38206,,SHZ-2  ,,PSB Rc14,,
,,PR38207,,SHZ-2 ,,AR32-19-3-3,,
,,PR38208,,SHZ-2,,PJ 21,,
,,PR38209,,SHZ-2 ,,PSB Rc82,,
,,PR38210,,SHZ-2  ,,IVC 15,,
,,PR38211,,SHZ-2 ,,PSB Rc28,,
,,PR38212,,SHZ-2 ,,NSIC 130,,
,,PR38213,,SHZ-2 ,,NSIC 128,,
,,PR38214,,SHZ-2 ,,PJ 25,,
,,PR38215,,IR80754-19-3-2-3/C7541 WH-12-2-1,,IR77713-30-1-1-3-3,,
,,PR38216,,IR81090-7-1-3/PR30536-B-17-1-3-1-1(NEW),,PR36711-B-1-1,,
,,PR38217,,IR81090-7-1-3/PR31379-2B-10-1-2-1-2(NEW),,PR36880-B-33,,
,,PR38218,,IR81111-6-2-2/PR34159-17-4,,JASMINE,,
,,PR38219,,IR81535-17-1-2/PR30648-5-4-5-MB-2-2-MB-1(NEW),,PR30893-9-2-3-2-2-5-1-2-1-1-1-2,,
,,PR38220,,IR81575-21-3-3/PR34056-B-19-1-2,,PRJ 4,,
,,PR38221,,IR81575-21-3-3/PR34056-B-19-1-2,,PR36701-B-9-2,,
,,PR38222,,IR81578-22-1-1/PR31000-B-3-2-1-1,,PR36695-B-2-1,,
,,PR38223,,IR81578/C7313 WH-19-3-3-1,,C6842 WH-3-3-2-2-1,,
,,PR38224,,IR81578/MATATAG 11,,C6395-2B-1-2,,
,,PR38225,,IR80732-34-2-1-2/PR30648-5-4-5-MB-2-2-MB-1(NEW),,PR36701-B-9-2,,
,,PR38226,,IR80747-25-3-2-3/PR37256-1-1(NEW),,CN 1225-59-8,,
,,PR38227,,SR22746-68-2-3-4-2-4/PR34159-40-1-1,,PR36704-B-10-1,,
,,PR38228,,SR22746-68-2-3-4-2-4/PR34159-40-1-1,,CN 1223-54-9-2,,
,,PR38229,,IR72/C7313 WH-19-3-3-1,,PR36904-B-3,,
,,PR38230,,IR72/MATATAG 11,,PR36925-B-2,,
,,PR38231,,DASANBYEO/PR30575-B-40-1-2-1-1(NEW),,C6392-2B-3-3-1-3,,
,,PR38232,,DASANBYEO/DINORADO SUSI-20kR-30-3(NEW),,PR36695-B-2-1,,
,,PR38233,,DASANBYEO/PR33382-25-1-1,,PR36880-B-33,,
,,PR38234,,DASANBYEO/PR30858-6-3-2-1-2-1-2-2-1-3(NEW),,PR36712-B-12-2,,
,,PR38235,,IR81535-17-1-2/PR30648-5-4-5-MB-2-2-MB-1(NEW),,IR75494-11-2-2-3-1-2/MEMBRANO,,
,,PR38236,,IR81578-22-1-1/DINORADO SUSI-20kR-30-3(NEW),,IR75494-11-2-2-3-1-2/MEMBRANO,,
,,PR38237,,IR80754-19-3-2-3/C7541 WH-12-2-1,,CALROSE 1,,
,,PR38238,,IR81111-6-2-2/PR34159-17-4,,CALROSE 1,,
,,PR38239,,IR81111-6-2-2/PR34159-17-4,,CALROSE 2,,
,,PR38240,,IR81535-17-1-2/PR30658-6-3-2-1-2-1-5-3-2-3(NEW),,CALROSE 1,,
,,PR38241,,IR81578-22-1-1/PR31000-B-3-2-1-1,,CALROSE 1,,
,,PR38242,,IR81578-22-1-1/PR31000-B-3-2-1-1,,CALROSE 2,,
,,PR38243,,IR81578-22-1-1/PR30575-B-40-1-2-1-1(NEW),,CALROSE 1,,
,,PR38244,,IR81578/MATATAG 11,,CALROSE 1,,
,,PR38245,,IR81578/MATATAG 11,,CALROSE 2,,
,,PR38246,,IR81578/MATATAG 11,,KDML 105,,
,,PR38247,,IR81575-21-3-3/PR34142-5-1,,IR82228-12-2-2,,
,,PR38248,,IR81575-21-3-3/PR34159-40-1-1,,IR81535-17-1-2,,
,,PR38249,,IR81578-22-1-1/PR30575-B-40-1-2-1-1(NEW),,IR82195-10-2-3,,
,,PR38250,,CALROSE 1,,MATATAG 11,,
,,PR38251,,CALROSE 1,,PR33371-21-1-2,,
,,PR38252,,CALROSE 1,,PSB Rc18,,
,,PR38253,,IR66160-121-4-1-1,,PR33375-3-1-2,,
,,PR38254,,PR29386,,C7313 WH-19-3-3-1,,
,,PR38255,,IR81578-22-1-1,,PSB Rc18,,
,,PR38256,,IR81578-22-1-1,,C7407 WH-11-3-3,,
,,PR38257,,IR81218-17-3-2-1,,C6896 WH-P2-6-3-2,,
,,PR38258,,IR82127-26-2-2,,DINORADO SUSI-20kR-30-3(NEW),,
,,PR38259,,AR32-1-3(1),,IR64 SUB,,
,,PR38260,,PJ 7 (3),,IR64 SUB,,
,,PR38261,,PJ 21 (5),,IR64 SUB,,
,,PR38262,,PSB Rc82 (3),,IR64 SUB,,
,,PR38263,,PR33212-CB-2,,IRBB 21,,
,,PR38264,,IR64/BR 736-20-3-1,,IR84194-139,,
,,PR38265,,PR37362A CDS,,IR84194-139,,
,,PR38266,,PR37768A CDS,,IR84194-139,,
,,PR38267,,PSB Rc82/IR31406-333-1//IR72,,IR84194-139,,
,,PR38268,,BR 736-20-13-1/PJ 21,,PJ 21,,
,,PR38269,,PLB 534,,IR84194-139,,
,,PR38270,,IR41996-50-2-1-3,,IR84194-139,,
,,PR38271,,LA BELLE,,PR36880-B-33,,
,,PR38272,,NSIC Rc146,,HIDEKOMOCHI,,
,,PR38273,,NSIC Rc146,,IN AY YUHIP,,
,,PR38274,,PR30952-AC 10SSD-41,,IR50363-61-7-2-2,,
,,PR38275,,PR30952-AC 10SSD-41,,PJ 21,,
F1- IL-07DS,,PR38276,,PR30958-AC 47SSD-321,,IR41996-50-2-1-3,,
DSR(F1 07WS),,PR38277,,PR30958-AC 47SSD-321,,IR50363-61-7-2-2,,
,,PR38278,,PR30958-AC 47SSD-84,,NSIC Rc146,,
,,PR38279,,PR30958-AC 47SSD-84,,PJ 21,,
,,PR38280,,PR30958-AC 47SSD-84,,IR50363-61-7-2-2,,
,,PR38281,,PR30958-AC 47SSD-84,,HIDEKOMOCHI,,
,,PR38282,,PR30958-AC 47SSD-84,,IN AY YUHIP,,
,,PR38283,,PR30958-AC 47SSD-84,,KHAO HLAN ON,,
,,PR38284,,PR30958-AC 47SSD-321,,PR37812,,
,,PR38285,,PR30958-AC 47SSD-321,,PR37814,,
,,PR38286,,IR72967-12-2-3,,PR30952-AC 10SSD-41,,
,,PR38287,,NSIC Rc146,,PR30958-AC 47SSD-84,,
,,PR38288,,IR50363-61-7-2-2,,ACC CLS23,,
,,PR38289,,ACC CLS23,,IR50363-61-7-2-2,,
,,PR38290,,IN AY YUHIP,,IR84194-139,,
,,PR38291,,IR84194-139,,IN AY YUHIP,,
,,PR38292,,ACC CLS23,,IR41996-50-2-1-3,,
,,PR38293,,PR37768A CDS,,IR72967-12-2-3,,
,,PR38294,,PR37768A CDS,,AR32-16-3-4,,
,,PR38295,,IR84194-139,,HIDEKOMOCHI,,
,,PR38296,,IR77958-7-4-3,,PJ 21,,
,,PR38297,,PHIT CHZK,,IR77958-7-4-3,,
,,PR38298,,PR37362ACDS-2006DS3-3-1-1,,IR48194-139,,
,,PR38299,,SHZ-2PR32220-16-B-1-2,,PR32220-16-B-1-2,,
,,PR38300,,SHZ-2/PR32749-10-1-B-B,,PR32749-10-1-B-B,,
,,PR38301,,SHZ-2/PR32771-9-2-B-B,,PR32771-9-2-B-B,,
,,PR38302,,SHZ-2/PR31954-5-B-B,,PR31954-5-B-B,,
,,PR38303,,PR32220-16-B-1-2/SHZ-2,,PR32220-16-B-1-2,,
,,PR38304,,PR32749-10-1-B-B/SHZ-2,,PR32749-10-1-B-B,,
,,PR38305,,PR32771-9-2-B-B/SHZ-2,,PR32771-9-2-B-B,,
,,PR38306,,PR29264-AC47 ,,IR70030-1-1-2-3-3 ,,
,,PR38307,,PR29264-AC47 ,,IR31406-333-1 ,,
,,PR38308,,PR29264-AC10  ,,IR70030-1-1-2-3-3 ,,
,,PR38309,,PR29264-AC10 ,, IR31406-333-1,,
,,PR38310,,Wagwag V2 ,, IR31406-333-1,,
,,PR38311,,Wagwag V2 ,, IR73018-21-2-B-2-B,,
,,PR38312,,IR67520-B-5-2-B ,, PR29264-AC31,,
,,PR38313,,IR67520-B-5-2-B,,PR29264-AC47 ,,
,,PR38314,,IR67518-b-11-2-8,, PR29264-AC31 ,,
,,PR38315,,IR67518-b-11-2-8 ,,PR29264-AC47,,
,,PR38316,,IR73018-21-2-B-2-B  ,,PR29264-AC31,,
,,PR38317,,IR73018-21-2-B-2-B ,,PR29264-AC47,,
DSR(F1 07WS),,PR38318,,IR70030-1-1-2-3-3 ,,PR29264-AC31,,
,,PR38319,,IR70030-1-1-2-3-3 ,,PR29264-AC47,,
,,PR38320,,IR70030-7-2-2-1-2 ,,PR29264-AC31,,
,,PR38321,,IR70030-7-2-2-1-2 ,,PR29264-AC47,,
,,PR38322,,IR66036-3B-12-2-B ,,PR29264-AC31,,
,,PR38323,,IR66036-3B-12-2-B,,PR29264-AC47,,
,,PR38324,,IR73047-6-1-1-1-B-2-B ,,PR29264-AC47,,
,,PR38325,,PR26600-B-4-A ,,PR29264-AC31,,
,,PR38326,,C7331WH-3-1-2 ,,IR64/DH299W-588,,
,,PR38327,,C7331WH-3-1-2,,AC 1-7-1/ ID00D-514,,
,,PR38328,,C7331WH-3-1-2 ,,AON238/ID00D-441,,
,,PR38329,,C6890WH-5-3-1 ,,IR64/DH299W-588,,
,,PR38330,,C6890WH-5-3-1 ,,AON238/ID00D-441,,
,,PR38331,,C6896WH-P2-6-3-2 ,,AON238/ID00D-441,,
,,PR38332,,C6896WH-P2-6-3-2 ,,IR64/DH299W-588,,
,,PR38333,,C6861WH-2-1-3-3 ,,IR64/DH299W-588,,
,,PR38334,,PR30253WH-3E-C2-2-3-3 ,,IR64/DH299W-588,,
,,PR38335,,PR30253WH-3E-C2-2-3-3 ,,AON238/ID00D-441,,
,,PR38336,,PR32032WH-1-46-1  ,,AON238/SC99W-446,,
,,PR38337,,PR32032WH-1-46-1 ,,AON238/ID00D-441,,
,,PR38338,,C6625WH-B-2-1-1-3-2 ,,AON238/ID00D-441,,
,,PR38339,,C6625WH-B-2-1-1-3-2 ,,IR64/DH299W-588,,
,,PR38340,,C6688WH-6-2-2-1-3 ,,PR29264-AC31,,
,,PR38341,,C7408WH-3-2-3 ,,PR29264-AC31,,
,,PR38342,,C7381-8-1-3 ,,PR29264-AC31,,
,,PR38343,,IR73898-71-2-6-3,,PR29264-AC31,,
,,PR38344,,IR72158-10-2-1-3  ,,AR32-19-3-3,,
,,PR38345,,IR72158-10-2-1-3  ,,(IR64) 1-4-6,,
,,PR38346,,IR71701-28-1-4-3 ,,PR29264-AC31,,
,,PR38347,,IR72158-148-4-2-6-2 ,,(IR64) 1-1-4,,
,,PR38348,,IR72158-16-3-3 ,,PR29264-AC31,,
,,PR38349,,IR73944-143-3-2-3-3 ,,(IR64) 1-4-6,,
,,PR38350,,IR73931-40-1-2-3-2 ,,(IR64) 1-1-4,,
,,PR38351,,IR73931-40-1-2-3-2 ,,AR32-19-3-3,,
,,PR38352,,IR73930-41-5-3-1 ,,PR29264-AC31,,
,,PR38353,,IR72158-68-6-3 ,,PR29264-AC31,,
,,PR38354,,IR72158-68-6-3,,(IR64) 1-4-6,,
,,PR38355,,IR73963-86-1-5-2-2 ,,(IR64) 1-4-6,,
,,PR38356,,IR74963-262-5-1-3-3 ,,(IR64) 1-4-6,,
,,PR38357,,IR71700-247-1-1-2,,PR29264-AC31,,
,,PR38358,,FL378/NSIC Rc130,,PSB Rc28/PR29264-AC31,,
,,PR38359,,FL378/NSIC Rc130,,KHAO DAWK AC00WS-34/NSIC Rc128,,
,,PR38360,,FL478/PJ25,,IR67518-B-11-2-8/PR29264-AC47,,
,,PR38361,,FL478/PJ25,,KHAO DAWK AC00WS-38/IR64/ID99WP-150,,
,,PR38362,,FL478/NSIC 128,,KHAO DAWK AC00WS-69/IR64/ID99WP-150,,
,,PR38363,,FL478/PJ21,,KHAO DAWK AC00WS-38/IR64/ID99WP-150,,
,,PR38364,,KHAO DAWK AC00WS-69/PJ21,,IR71700-247-1-1-2/PR29264-AC31,,
,,PR38365,,IR73047-6-1-1-1-B-2-B/PR29264-AC47,,KHAO DAWK AC00WS-69/AR32-19-3-3,,
,,PR38366,,C7408WH-3-2-3/PR29264-AC31,,KHAO DAWK AC00WS-69/IR64/ID99WP-150,,
,,PR38367,,IR66036-3B-12-2-B/PR29264-AC47,,KHAO DAWK AC00WS-21/AON238/ID00D-441,,
,,PR38368,,FL478/PJ25,,IR70030-1-1-2-3-3/PR29264-AC31,,
,,PR38369,,FL478/NSIC Rc128,,KHAO DAWK AC00WS-69/IR64/ID99WP-150,,
,,PR38370,,C7381-8-1-3 x PR29264-AC31,,FL478,,
,,PR38371,,FL478 x PJ25,,AR32-19-3-3,,
,,PR38372,,FL478 x PJ21,,PR29264-AC31,,
,,PR38373,,NSIC130 x FL478 ,,PSB Rc68 ,,
,,PR38374,,FL478 x PJ25 ,,SURINAM ,,
,,PR38375,,FL478 x NSIC130 ,,SURINAM ,,
,,PR38376,,FL478 x PSB Rc82,,NAMSAGUI 19,,
,,PR38377,,SURINAM ,,C7408WH-3-2-3 x PR29264-AC31,,
,,PR38378,,PSB Rc14 ,,PR29264-AC10,,
,,PR38379,,PR33217-cb-3  ,,PR29264-AC31,,
,,PR38380,,PR33212-cb-1 ,,PR29264-AC47,,
,,PR38381,,Khao Dawk AC00WS-21,,R64/DH299W-384,,
,,PR38382,,Khao Dawk AC00WS-21 ,,AON222/SC99W-205,,
,,PR38383,,Khao Dawk AC00WS-21 ,,AON222/ID00D-329,,
,,PR38384,,Khao Dawk AC00WS-21  ,,AON238/ID00D-396,,
,,PR38385,,Khao Dawk AC00WS-21 ,,AON238/ID00D-441,,
,,PR38386,,Khao Dawk AC00WS-21 ,,IR64/ID99WP-150,,
,,PR38387,,Khao Dawk AC00WS-21 ,,NSIC Rc128,,
,,PR38388,,Khao Dawk AC00WS-34,,IR64/DH299W-384,,
,,PR38389,,Khao Dawk AC00WS-34 ,,AON222/SC99W-205,,
,,PR38390,,Khao Dawk AC00WS-34 ,,AON238/ID00D-408,,
,,PR38391,,Khao Dawk AC00WS-34 ,,IR64/ID99WP-150,,
,,PR38392,,Khao Dawk AC00WS-34,,NSIC Rc128,,
,,PR38393,,Khao Dawk AC00WS-34 ,,PJ25,,
,,PR38394,,Khao Dawk AC00WS-34  ,,PSB Rc28,,
,,PR38395,,Khao Dawk AC00WS-36 ,,AON222/SC99W-205,,
,,PR38396,,Khao Dawk AC00WS-36 ,,IR64/ID99WP-150,,
,,PR38397,,Khao Dawk AC00WS-36 ,,NSIC Rc128,,
,,PR38398,,Khao Dawk AC00WS-36 ,,NSIC Rc130,,
,,PR38399,,Khao Dawk AC00WS-38,,AON238/ID00D-441,,
,,PR38400,,Khao Dawk AC00WS-38 ,,IR64/ID99WP-150,,
,,PR38401,,Khao Dawk AC00WS-38 ,,NSIC Rc128,,
,,PR38402,,Khao Dawk AC00WS-69 ,,AON238/ID00D-408,,
,,PR38403,,Khao Dawk AC00WS-69 ,,IR64/ID99WP-150,,
,,PR38404,,Khao Dawk AC00WS-69  ,,AR32-19-3-3,,
,,PR38405,,Khao Dawk AC00WS-69  ,,PJ 21,,
,,PR38406,,IVC 31 x NSIC 130,,Raeline 3 x PSB Rc18,,
,,PR38407,,IVC 16 x PSB Rc28,,Raeline 3 x PSB Rc18,,
,,PR38408,,IVC 31 x PSB Rc28,,Raeline 3 x PSB Rc18,,
,,PR38409,,KDML 105 x IVC 3,,AZUCENA x NSIC 128,,
,,PR38410,,IRAT 104 x SURINAM,,IVC 16 x AR32-19-3-3,,
,,PR38411,,SL8 x AR32-19-3-3,,IRAT 104 x SURINAM,,
,,PR38412,,IVC 16 x NSIC 140,,Raeline 3 x PSB Rc18,,
,,PR38413,,KDML 105 x IVC 3,,SL8 x IR64,,
,,PR38414,,IVC 31 x PSB Rc28,,SL9 x PSB Rc14,,
,,PR38415,,SURINAM x AR32-19-3-3,,Raeline 5 x NSIC 140,,
,,PR38416,,IVC 11 x NSIC 130,,SURINAM x AR32-19-3-3,,
,,PR38417,,IVC 1 x PSB Rc18,,SURINAM x AR32-19-3-3,,
,,PR38418,,IVC 108 x NSIC 130,,SURINAM x AR32-19-3-3,,
,,PR38419,,IVC 1 x PSB Rc28,,SURINAM x AR32-19-3-3,,
,,PR38420,,SURINAM x PSB Rc14,,SHZ-2 x PSB Rc14,,
,,PR38421,,SURINAM x AR32-19-3-3,,IVC 1 x PSB Rc28,,
,,PR38422,,SL8 x IR64,,NSIC 9 x AR32-19-3-3,,
,,PR38423,,IVC 3 x SURINAM,,Raeline 5 x PJ 27,,
,,PR38424,,IVC 16 x NSIC 134 (PJ 21),,SHZ-2 x PSB Rc14,,
,,PR38425,,SURINAM x PSB Rc14,,Raeline 5 x NSIC 140,,
,,PR38426,,SURINAM x AR32-19-3-3,,SHZ-2 x PSB Rc14,,
,,PR38427,,IVC 3 x NSIC 128,,IRAT 104 x SURINAM,,
,,PR38428,,IVC 16 x PSB Rc18,,Raeline 5 x PJ 27,,
,,PR38429,,SURINAM x PSB Rc14,,IVC 1 x PSB Rc28,,
,,PR38430,,IVC 16 x PJ 27,,SHZ-2 x PSB Rc14,,
,,PR38431,,SL8 x PSB Rc18,,Raeline 5 x PSB Rc28,,
,,PR38432,,IVC 1 x NSIC 130,,SURINAM x AR32-19-3-3,,
,,PR38433,,SL8 x IR64,,IRAT 104 x SURINAM,,
,,PR38434,,SHZ-2 x PSB Rc14,,SURINAM x AR32-19-3-3,,
,,PR38435,,SURINAM x PSB Rc28,,SL8 x IR64,,
,,PR38436,,SURINAM x PSB Rc14,,SURINAM x AR32-19-3-3,,
,,PR38437,,IVC 108 x PSB Rc18 ,,Raeline 3,,
,,PR38438,,Y DAM DO x NSIC 128,,SHZ-2,,
,,PR38439,,IRAT 104 x NSIC 130 ,,Raeline 3,,
,,PR38440,,KDML 105 x IVC 2,,Raeline 3,,
,,PR38441,,NSIC 9 x PSB Rc82 ,,IVC 1,,
,,PR38442,,SURINAM x NSIC 128,,IVC 1,,
,,PR38443,,IVC 11 x PSB Rc82,,SHZ-2,,
,,PR38444,,SL8 x PSB Rc28,,IVC 1,,
,,PR38445,,SURINAM x NSIC 130 ,,BR24,,
,,PR38446,,KDML 105 x PJ 27,,Raeline 3,,
,,PR38447,,SL8 x AR32-19-3-3 ,,IVC 1,,
,,PR38448,,IVC 169 x NSIC 140 ,,SHZ-2,,
,,PR38449,,IVC 3 x NSIC 128 ,,Raeline 3,,
,,PR38450,,Y DAM DO x NSIC 128,,Raeline 3,,
,,PR38451,,IVC 11 x PSB Rc82 ,,Raeline 3,,
,,PR38452,,SURINAM x PSB Rc82,,Raeline 3,,
,,PR38453,,IVC 3 x NSIC 128 ,,IVC 1,,
,,PR38454,,IVC 31 x NSIC 130 ,,IVC 1,,
,,PR38455,,IVC 11 x NSIC 130,,SHZ-2,,
,,PR38456,,IVC 167 x NSIC 134 (PJ 21),,Raeline 3,,
,,PR38457,,IVC 11 x PSB Rc14 ,,SHZ-2,,
,,PR38458,,IVC 16 x AR32-19-3-3,,IVC 1,,
,,PR38459,,IVC 11 x NSIC 130,,Raeline 3,,
,,PR38460,,IVC 31 x PSB Rc28,, Raeline 3,,
,,PR38461,,JEPUN x NSIC 134 (PJ21) ,,IVC 1,,
,,PR38462,,IVC 108 x PSB Rc28,,IVC 1,,
,,PR38463,,IVC 3 x SURINAM ,,Raeline 5,,
,,PR38464,,Raeline 5 x NSIC 140,, IVC 1,,
,,PR38465,,SURINAM x NSIC 128 ,,BR24,,
,,PR38466,,IVC 3 x PSB Rc82,, Raeline 3,,
,,PR38467,,Matatag 2  ,,IR65,,
,,PR38468,,Matatag 6 ,,IR65,,
,,PR38469,,Matatag 7 ,,IR65,,
,,PR38470,,PR29264-AC 31 ,,IR65,,
,,PR38471,,IR65 ,,PR29264-AC 31 ,,
,,PR38472,,PR29264-AC 10  ,,IR65,,
,,PR38473,,PR29264-AC47 ,,IR65,,
,,PR38474,,PR29264-AC 31 ,,IR64,,
,,PR38475,,PR29264-AC 10,,IR64,,
,,PR38476,,Matatag 2 ,,PR29264-AC31,,
,,PR38477,,Matatag 6 ,,PR29264-AC10,,
,,PR38478,,PR29264-AC10 ,,IR65,,
,,PR38479,,PR29264-AC10 ,,PR29264-AC31,,
,,PR38480,,PR29264-AC10 ,,PR29264-AC47,,
,,PR38481,,PR29264-AC47,,PR29264-AC31,,
,,PR38482,,Matatag 7 ,,PR29264-AC10,,
,,PR38483,,Matatag 7,,PR29264-AC31,,
,,PR38484,,PR29264-AC31 x IR65,,PR29264-AC31 ,,
,,PR38485,,PR29264-AC31 x IR65 ,,IR65,,
,,PR38486,,IR65 x PR29264-AC31,,IR65,,
,,PR38487,,PR29264-AC47 x IR65,,PR29264-AC47,,
,,PR38488,,PR29264-AC47 x IR65 ,,IR65,,
,,PR38489,,Matatag 6 x IR65 ,,IR65,,
,,PR38490,,Matatag 6 x PR29264-AC10 ,,Matatag 6,,
,,PR38491,,AR32-19-3-3 ,,NSIC106,,
,,PR38492,,PSBRc 90 ,,PR29264-AC 10,,
,,PR38493,,(IR64) 1-1-4 ,,PR30709-AC,,
,,PR38494,,(IR64) 1-1-4 ,,PR30025-99AC(WSAL-1096),,
,,PR38495,,(IR64) 1-1-4 ,,PR30025-99AC(WSAL-1077),,
,,PR38496,,(IR64) 1-1-4 ,,PR30025-99AC(WSAL-1091),,
,,PR38497,,(IR64) 1-1-4 ,,PR30025-99AC(WSAL-1101),,
,,PR38498,,(IR64) 1-1-4 ,,PR30025-99AC(WSAL-11079),,
,,PR38499,,(IR64) 1-1-4  ,,PR31297-AC01,,
,,PR38500,,Wagwag V2 ,,PR31297-AC01,,
,,PR38501,,Wagwag V9-1 ,,PR30025-99AC(WSAL-1091),,
,,PR38502,,Wagwag V9-1 ,,PR30025-99AC(WSAL-1077),,
,,PR38503,,Wagwag V9-1 ,,NSIC Rc106,,
,,PR38504,,Wagwag V9-1 ,,PSB Rc50,,
,,PR38505,,(IR64) 1-3-12 ,,Pokkali,,
,,PR38506,,(IR64) 1-3-12 ,,PSB Rc 50,,
,,PR38507,,(IR64) 1-1-4 ,,NSIC Rc106,,
,,PR38508,,(IR64) 1-1-4,,PSB Rc90,,
,,PR38509,,(IR64) 1-4-6 ,,NSIC Rc106,,
,,PR38510,,(IR64) 1-4-6 ,,PSB Rc50,,
,,PR38511,,Pokkali,,(IR64) 1-1-4,,
,,PR38512,,Pokkali ,,Wagwag V9-1,,
,,PR38513,,Wagwag V9-1,,PSB Rc90,,
,,PR38514,,PSB Rc90 ,,Wagwag V9-1,,
,,PR38515,,NSIC Rc106 ,,(IR64) 1-1-4,,
,,PR38516,,NSIC Rc106,,PR30025-99 AC (WSAL 1077),,
,,PR38517,,PR30025-99 AC (WSAL 1077) ,,PSB Rc82,,
,,PR38518,,PR30025-99 AC (WSAL 1096) ,,PSB Rc50,,
,,PR38519,,PR30025-99 AC (WSAL 1079) ,,NSIC Rc106,,
,,PR38520,,PR30025-99 AC (WSAL 1094) ,,NSIC Rc106,,
,,PR38521,,PSB Rc50 ,,PR29264-AC 10,,
,,PR38522,, PSB Rc50 ,,PR29264-AC 31,,
,,PR38523,,PR29264-AC 31,,PSB Rc50,,
,,PR38524,,PR29264-AC 47,,PSB Rc50,,
,,PR38525,,PR29264-AC 10 ,,NSIC Rc108,,
,,PR38526,,FL478,,PSB Rc82,,
,,PR38527,,FL478 ,,PSB Rc28,,
,,PR38528,,FL478 ,,NSIC Rc130,,
,,PR38529,,FL478 ,,AR32-19-3-3,,
,,PR38530,,FL478 ,,PJ 21,,
,,PR38531,,NSIC Rc130,,FL478,,
,,PR38532,,FL478 ,,PJ 25,,
,,PR38533,,FL478 x PJ 25) ,,PJ 25,,
,,PR38534,,FL478 x PJ 25) ,,FL478,,
,,PR38535,,FL478 x PJ 21),,PJ 21,,
,,PR38536,,FL478 x PJ 21) ,,FL478,,
,,PR38537,,FL478 x AR32-19-3-3 ,,AR32-19-3-3,,
,,PR38538,,FL478 x AR32-19-3-3,,FL478,,
,,PR38539,,FL478 x NSIC Rc130,,FL478,,
,,PR38540,,NSIC130 x FL478 ,,NSIC Rc130,,
,,PR38541,,(IR64) 1-1-4 ,,PR29264-AC 10,,
,,PR38542,,(IR64) 1-1-4 ,,PR29264-AC 47,,
,,PR38543,,Wagwag V2 ,,PR29264-AC 47,,
,,PR38544,,Wagwag V2 ,,PR29264-AC 10,,
,,PR38545,,Wagwag V9-1 ,,PR29264-AC 47,,
,,PR38546,,Wagwag V9-1 ,,PR29264-AC 31,,
,,PR38547,,Wagwag V9-1 ,,PR29264-AC 10,,
,,PR38548,,Wagwag V2 ,,Matatag 2,,
,,PR38549,,Wagwag V9-1,,PR29264-AC 31,,
,,PR38550,,PSB Rc28 ,,PR29264-AC 10,,
,,PR38551,,Burdagol (a) ,,PR29264-AC 31,,
,,PR38552,,PR29264-AC 47 ,,Burdagol (a),,
,,PR38553,,PR29264-AC 10 ,,JASMINE,,
,,PR38554,,PR29264-AC 10 ,,(IR64) 1-1-4,,
,,PR38555,,JASMINE ,,PR29264-AC 31,,
,,PR38556,,JASMINE ,,PR29264-AC 47,,
,,PR38557,,MS 6 ,,PR29264-AC 31,,
,,PR38558,,MS 6 ,,PR29264-AC 47,,
,,PR38565,,NSIC130 / FL478,, SURINAM ,,
,,PR38566,,Wagwag V9-3 (SECOND CYCLE),,,,
,,PR38567,,Wagwag V2,,IR70030-7-2-2-1-2,,
,,PR38568,,Wagwag V2,,IR67520-B-5-2-B,,
,,PR38569,,IR64SUB/NSIC 138,,PSB Rc14,,
,,PR38570,,IR64 SUB/IVC3,,AR32-19-3-3,,
,,PR38571,,IR64 SUB/IVC3,,MATATAG 6,,
,,PR38572,,IR64 SUB/IVC3 ,,PSB Rc14,,
,,PR38573,,IR64 SUB/NSIC128 ,,MATATAG 6,,
,,PR38574,,IR64 SUB/SURINAM ,,MATATAG 6,,
,,PR38575,,IR64 SUB/NSIC 138 ,,AR32-19-3-3,,
,,PR38576,,IR64 SUB/AZUCENA ,,PSB Rc14,,
,,PR38577,,IR64 SUB/NSIC 128 ,,IVC 1,,
,,PR38578,,IR64 SUB/NAMSAGUI 19,,MATATAG 6,,
,,PR38579,,IR64 SUB/IVC 167 ,,IVC 167,,
,,PR38580,,IR64 SUB/SURINAM,,SURINAM,,
,,PR38581,,IR64 SUB,,PSB Rc14,,
,,PR38582,,IR64 SUB,,AR32-19-3-3,,
,,PR38586,,AR32-11-63-3 x SHZ-2 ,,IRBB62,,
,,PR38587,,AR32-11-83-1-4-1 ,,IRBB61,,
,,PR38588,,AR32-19-3-3 / SHZ-2 X IR64 / SHZ-2 ,,IRBB62,,
,,PR38589,,AR32-19-3-4 / ARC11554 X SHZ-2 ,,IRBB61,,
